ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID394283838,11/19 Wood St,2,u,587134.0,28/08/2016,1.0,1.0,0.0,49.0,-37.7976,144.9454
ID768637430,1/15 Allen St,3,u,860000.0,6/05/2017,1.0,1.0,0.0,20.0,-37.7769,145.088
ID644951091,5/57 Blyth St,3,u,730000.0,28/05/2016,2.0,1.0,70.0,5.0,-37.868,144.8285
ID377505206,10a Roydon St,3,t,1020000.0,14/05/2016,2.0,2.0,221.0,59.0,-37.9355,145.0257
ID707602969,101 Roberts St,3,h,1050000.0,4/06/2016,2.0,1.0,462.0,59.0,-37.8128,144.8695
ID416780394,36 Kenny St,3,h,2251000.0,3/12/2016,1.0,2.0,888.0,69.0,-37.8002,145.0949
ID343080944,16 Sandover Dr,4,h,570000.0,3/09/2017,2.0,2.0,504.0,19.0,-37.61419,144.93448
ID635701479,3/7 East Rd,3,u,572000.0,1/07/2017,2.0,2.0,264.0,17.0,-38.10422,145.14158999999995
ID522518432,30 Mulkarra Dr,3,h,840000.0,3/06/2017,2.0,2.0,534.0,44.0,-38.04683,145.1261
ID946545389,23 Phillip Rd,4,h,880000.0,22/07/2017,1.0,1.0,534.0,69.0,-37.74807,144.86927
ID515975503,13 Cyril St,5,h,2275000.0,20/05/2017,2.0,1.0,399.0,109.0,-37.8777,144.9915
ID176664238,27 Charlotte St,4,h,1400000.0,3/06/2017,1.0,0.0,244.0,9.0,-37.82503,144.99967
ID138607903,2/21 Hodder St,4,t,1367000.0,26/07/2016,2.0,2.0,315.0,19.0,-37.9078,145.0222
ID364244932,20A Etka Av,4,t,1022000.0,12/08/2017,2.0,2.0,284.0,69.0,-37.73574,144.87014
ID954574352,3/80 Rathcown Rd,2,u,470000.0,27/05/2017,1.0,1.0,142.0,12.0,-37.70932,145.02483999999995
ID464778845,6 Tonmar Ct,4,h,1000000.0,26/08/2017,2.0,2.0,624.0,59.0,-37.84389,145.17345
ID903767386,6 Leicester St,4,h,1670000.0,18/03/2017,1.0,4.0,1042.0,69.0,-37.7908,145.101
ID183739304,16 Heather Ct,3,h,695000.0,3/06/2017,1.0,2.0,649.0,64.0,-37.69777,144.91952
